id,brand,title,description,price,cluster_id,pricecurrency,page_url
80,,Blackmagic: ATEM 1 M/E Production Studio 4K,"Create stunning multi camera live production with the world's most advanced production switchers!ATEM switches between SD, HD or Ultra HD video standards so you can connect a wide range of video sources such as cameras, disk recorders and computers.You get powerful features such as chroma key, creative transitions, media pool, downstream keyers, audio mixer, multi view and more! The advanced ATEM 1 M/E Production Studio 4K features extra inputs, full motion DVE, stinger transitions, larger media pool with full motion clips and 3 auxiliary outputs.Take your live production beyond broadcast quality! ATEM Production Studio 4K has all the features you need for the most innovative live concerts, sporting events, theater productions, conferences and more! When you're doing live events with super large high resolution screens, then simply switch your ATEM Production Studio 4K to Ultra HD for incredible quality. Many live events now use massive high resolution LED screens and projectors and now you can drive those screens in full resolution.Powerful Software and Hardware ControlATEM live production switchers have the widest range of control options. You get full switcher control from any laptop or desktop computer with the included ATEM software control panel for both Mac and Windows. For demanding live production environments you can add a hardware based ATEM 1 M/E or 2 M/E Broadcast Panel featuring the highest quality buttons, knobs and faders for even faster switching. You also get an SDK for custom control. Only ATEM gives you such a wide range of control options!InputsATEM Production Studio includes advanced 6G-SDI and HDMI 4K inputs that are SD, HD or Ultra HD switchable so you can connect to virtually anything! Every input supports embedded audio mixing and features a frame resynchronizer so you can use sources without genlock such as consumer HDMI cameras or even computers for live PowerPoint™ presentations! You also get 2 balanced XLR audio inputs for connecting professional mixers and a HiFi audio input for consumer equipment like an iPod®.OutputsGet all the outputs you need to record your video master and to broadcast your program to the audience at the event! ATEM includes program and down converted program outputs plus auxiliary outputs allowing clean feeds, perfect for connecting to giant outdoor LED screens, projectors, disk recorders, monitors and broadcast decks! The multi view outputs are 1080i HD so you can use any TV or monitor. You also get a balanced XLR output of your audio mix, which is also embedded into all video outputs.Multi View MonitoringATEM's built in multi view lets you monitor the switcher's video inputs on a single SDI monitor or regular HDMI TV! Multi view outputs in regular 1080i HD, so even if your broadcast is in SD or Ultra HD you can still use a standard TV for monitoring! You can customize the multi view layout and also add custom labels. Multi view makes it easy to watch your program, preview, and 8 live sources all simultaneously on a single monitor. Multi view means you get a true portable solution.Creative TransitionsATEM includes a huge range of real time high quality transitions that are available in all SD, HD or Ultra HD resolutions! Use mixes, dips, wipes and more for amazing broadcast quality live switching! Every transition is instantly available and you get full control of the transition type, pattern, length and other attributes. Create a customized 'on air' looks using the large choice of wipe patterns. The ATEM 1 M/E Production Studio 4K also includes animated stingers and DVE transitions!Digital Video EffectsThe advanced 1 M/E Production Studio 4K model includes a powerful digital video effects processor. Use this amazing high quality DVE to position, resize, rotate and scale live video all in real time. Create professional picture-in-picture effects with customizable 3D borders, shadows and lighting. Add dynamic DVE transitions to your production with squeeze, push, swoosh and spin effects that displace your live video revealing the next source. You can even use the DVE for graphic wipe transitions!",2192.82000000,79,,
81,,"Ubiquiti US-24-500W UniFi Switch 24 500W 24V,802.3af/at PoE","Build and expand your network with Ubiquiti Networks‰ۢÌÛ_í´í«ÌÎ̢ UniFi‰ۢÌÛ_í´í«ÌÎ̢ Switch, part of the UniFi line of products. The UniFi Switch is a fully managed, PoE+ Gigabit switch, delivering robust performance and intelligent switching for growing networks.(24) Gigabit RJ45 Ports(2) SFP Ports(1) Serial Console PortNon-Blocking Throughput:‰ۢÌÛ_í´ÌÎÌ__26 GbpsSwitching Capacity:‰ۢÌÛ_í´ÌÎÌ__52 GbpsForwarding Rate:‰ۢÌÛ_í´ÌÎÌ__38.69 MppsMaximum Power Consumption: 500WSupports PoE+ IEEE 802.3at/af and 24V Passive PoERack-Mountable ",5.2449E2,80,,
82,,Mixer video Blackmagic ATEM 1 M/E Production Studio 4K Video Switcher,"The advanced ATEM 1 M/E Production Studio 4K model switches between SD, HD or Ultra HD video standards so you can connect a wide range of video sources such as cameras, disk recorders and computers. Featuring 10 inputs, chroma keys, transitions, media pool, 4 upstream keyers, downstream keyers, audio mixer, multi view, full motion DVE, stinger transitions, large media pool with full motion clips and 3 auxiliary outputs!",2125,81,,
83,Kingston,256GB Kingston USB 3.0 Datatraveller 100,DataTraveler 100 G3 256GB,34.79,82,,
84,,PC1031 10 Speed Chain with Powerlock,"Accurate shifting, excellent wear resistance, and superior durability. The SRAM PowerChain II wont let you down.10-speed SRAM and Shimano compatible chain Flush rivet improves strength and provides a quieter operation.Super narrow PowerLock connector closes without tools (one time use).Solid-riveted pins, grey inner and outer plates.Width 5.95mm, Length 114 links.Weight - 277g.",14.99,83,,
85,Jabra,Jabra Evolve 75 UC Stereo Headset 7599-838-109,Jabra 7599-838-109 Ev 75 Uc,282,84,,
86,LOGITECH,Logitech C920 15MP 1920 x 1080pixels USB 2.0 Noir webcam,"Logitech C920, 15 MP, 1920 x 1080 pixels, 720p,1080p, H.264, Windows 10,Windows 10 Education,Windows 10 Education x64,Windows 10 Enterprise,Windows 10 Enterprise, Mac OS X 10.10 Yosemite,Mac OS X 10.11 El Capitan,Mac OS X 10.12 Sierra,Mac OS X 10.6 Snow Leopard,M",,85,,
87,,29X2.30 DHR II 3C/TR/DD MAXX TERRA FOLDABLE,,124.99,86,,
88,,Nikon 24-85mm f/3.5-4.5G ED AF-S VR Nikkor Lens,"The Nikon 24-85mm f/3.5-4.5G ED AF-S VR Nikkor Lens is an advanced and versatile FX-format standard zoom with VR II image stabilization. Covering a versatile wide angle to medium telephoto zoom range, the AF-S NIKKOR 24–85mm f/3.5-4.5G ED VR delivers noticeably sharper photos and HD videos thanks to Nikon's second-generation...",496.95,87,,
89,,Manfrotto 500 Fluid Video Head With Flat Base for tripod,,129.00,88,,
90,,Intel Core i5-10500(6cores/16threads),"	6 coresIntel's ""Comet Lake-S"" 10th Gen	12 MB smart cache	! Requires motherboard with LGA 1200 socket	Boxed version of the processor with CPU cooler!",11450,89,,
91,,Desktop Switch TP-Link SG1005P LAN PoE Grey,"If you're passionate about IT and electronics, like being up to date on technology and don't miss even the slightest details, buyDesktop Switch TP-Link SG1005P LAN PoE Grey at an unbeatable price.Colour: GreyConnectivity: Ethernet LAN 10/100/1000PoESpeed: 10 GbpsConnections: RJ45 x 5PoE x 4Light indicator: LEDApprox. dimensions: 9,9 x 9,9 x 2,5 cm",6.38E1,90,,
92,,Blackmagic Design ATEM 4 M/E Broadcast Studio 4K 12G-SDI,"Blackmagic ATEM 4 ME Broadcast Studio 4K - Advanced Live Production Switcher. Get one of the world’s most compact and advanced switchers with the new ATEM 4 M/E Broadcast Studio 4K. You get an incredibly high performance live production switcher designed to work with the latest formats and high frame rates, all the way up to Ultra HD 2160p59.94.","€ 6.867,38",91,,
93,,Brother ink LC-225XLY giallo 1200PP x MFC-J5320DW MFC-J5620DW MFC-J5720DW MFC-J4620DW,LC225XLY CART.INK. GIALLO MFCJ4620,15.57,92,,
94,,Kingston DataTraveler® G4 16GB USB3.0 Flash Drive - DTIG4/16GB,"USB 3.0 in a colorful designKingston’s DataTraveler® Generation 4 (DTIG4) USB Flash drive features USB 3.0 for quick and easy transfers of music, video and more. Its practical design and fashionable colors make it ideal for everyday use at work, home, school or wherever you need to take your data.It’s backwards compatible with existing USB 2.0 ports, allowing 2.0 users to migrate to 3.0 in the future without replacing their drive.DTIG4 is backed by a five-year warranty, free technical support and legendary Kingston®",450.00,93,,
95,,"ASUS TUF X570-PLUS GAMING Motherboard , AMD X570 Ryzen Gen 3","MD AM4 Socket: Ready for 2nd and 3rd Gen AMD Ryzen™ processors Enhanced Power Solution: 12+2 Dr. MOS power stages, 6-layer PCB, ProCool sockets, military-grade TUF components, and Digi+ VRM for maximum durability Comprehensive Cooling: Active chipset heatsink, VRM heatsink, M.2 heatsink, hybrid fan headers and Fan Xpert 4 Next-Gen Connectivity: Dual PCIe 4.0 M.2, USB 3.2 Gen 2 ports, exclusive Realtek® L8200A Gigabit Ethernet, TUF LANGuard and TurboLAN technology Realtek S1200A Codec: Pristine audio quality with unprecedented 108dB signal-to-noise ratio for stereo line-out and 103dB SNR for line-in Aura Sync RGB: Synchronize LED lighting with a vast portfolio of compatible PC gear, including addressable RGB strips TUF Gaming Alliance: ASUS hardware ecosystem ensures the best compatibility and complementary aesthetics from components to case",112.35,94,,
96,Ubiquiti,Ubiquiti UniFi Mesh Pro AC Outdoor MIMO WiFi Access Point 5 Pack,Ubiquiti UniFi Mesh Pro AC Outdoor MIMO WiFi Access Point 5 Pack available to buy online from PC Case Gear – Australia’s Premier Online PC Store.,1599,95,,
97,,Rebel Clash Elite Trainer Box,None,39.99,96,,
98,,Intel Core i9-9900K Processor,"Socket-LGA1151, 8-Core, 16-Thread, 3.60GHz, Coffee Lake, utan kylare",4599.00,97,,
99,,ASUS GRAPHICS CARD DUAL GTX 1660S EVO 6GB DDR6 2X HDMI 1X DVI-D 1 X DISPLAY PORT 2 X FAN MAX DISPLAY SUPPORT:4 500W 3 YEAR CARRY IN WARRANTY,,,98,,
100,,Apple Carrying Case for Apple Airpods 53.5 Mm Height X 44.3 Mm Width X 21.3 MR8U2ZM/A,"With the Wireless Charging Case, charging is as simple as placing your AirPods in the case and laying it on a Qi-compatible charging mat. The LED indicator on the front of the case lets you know that your AirPods are charging. And when you're away from a charging mat, you can use the Lightning port to charge. The Wireless Charging Case works with all generations of AirPods and can hold multiple charges.BasicProduct Type: Carrying CaseBrand Name: AppleApplication/Usage: AirPodsPhysical CharacteristicsWeight (Approximate): 40 gHeight: 53.5 mmWidth: 44.3 mmDepth: 21.3 mmMiscellaneousBrand Compatibility: AppleCompatibility: Apple - AirPodsApplication/Usage: AirPodsGeneral InformationManufacturer: Apple, IncProduct Name: Wireless Charging Case for AirPodsBrand Name: AppleManufacturer Website Address: http://www.apple.com/ukProduct Type: Carrying Case",70.93,99,,
101,,Gigabyte GTX 1660 Super Gaming OC 6GB PCI-Express x16 (GV-N16SGaming OC-8GD) (Warranty 3years with Local Distributor CDL),Warranty : 3 Years with Local Distributor - CDL,413.00,100,,
102,,Repetidor Wi-Fi Tp-Link Inalambrico Wa860re 802.11,,27.5,101,,
103,Shimano,Shimano Pedal ULTEGRA PD-R8000,Lightweight carbon composite pedal bodyExtra wide footprint for more efficient power transmissionWear-resistant and torsion-resistant pedals due to heavy-duty stainless steel pedal body insertAdjustable entry and exit hardnessNote: This text has been translated automatically.Close menuRange of application:roadSeries:ULTEGRAModel:PD-R8000SPD/SPD-SL:One sidedPedal axis:Nickel Chromoly SteelMechanism sealed:YesAdjustable release hardness:Yestrigger angle33°Pedal body:carbonCleats:SM-SH11Cleats optional:SM-SH10/SM-SH12Weight:248 g / pairNote: This text has been translated automatically.Pedal type:with click system,162.95,102,,
104,Shimano,Ultegra R8000 Carbon SPD-SL Road Pedals,"##Shimano Ultegra R8000 Carbon SPD-SL Road PedalsThe point of engagement and the connection between you and your bike, your pedals are key in forging your performance. With the Shimano Ultegra R8000 Carbon SPD-SL Road Pedals, you can be sure of an efficient, light, and secure interface with your shoes, assuring you that once you're clipped in, you're locked in for the long haul.Super strong and lightweight at an impressive 248 grams per pair, these pedals target road riding and racing, delivering as they do the most responsive and considered design available. The pedals are compatible with three-bolt SPD-SL style cleats and supplied with Yellow Shimano cleats with 6-degree float. This system uses a wider carbon body to deliver a large shoe contact area, relieving pressure and providing a large base through which to put down your power. A 10mm body height from the axle's centre to the top of the cleat assures a low stack height, giving you better connection and reduced weight. A large binding target assuring you of a quick and easy engagement each time you go to lock into this single-sided pedal, this setup uses a stainless steel body plate over the carbon fibre to assure you of long life from your pedals. An open design making the adjustment of float and tension a good deal easier, you can ride with ease and neat personalisation, tuned to your riding preferences. A low maintenance sealed cartridge axle unit assuring you of long life and smooth rotation, these pedals are top contenders for that crank arm refresh.##Includes* Shimano Ultegra R8000 Carbon SPD-SL Road Pedals* Shimano SH11 (yellow) cleats with 6-degree float",119,103,,
105,Manfrotto,Manfrotto MVH500AH Lightweight Video Head with Flat Base,The Manfrotto MVH500AH is a lightweight head with a wider platform for HDSLR bodies which has a sliding plate which travels to balance the latest interchangeable lens cameras.,115,104,,
106,Xiaomi,Xiaomi Redmi Note 8 Pro,,1569,70,,
107,,Jabra Evolve 75 UC Headset 7599-838-109,Jabra Evolve 75 Uc Headset Black,204.47,84,,
